"Station","Date & Time (Summer)","Temperature (°C)"
"Yotvata 01/1999-06/2025","03-10-2021 09:00","24.8"
"Yotvata 01/1999-06/2025","03-10-2021 12:00","29"
"Yotvata 01/1999-06/2025","03-10-2021 15:00","31.5"
"Yotvata 01/1999-06/2025","03-10-2021 18:00","30.8"
"Yotvata 01/1999-06/2025","03-10-2021 21:00","28"
"Yotvata 01/1999-06/2025","04-10-2021 00:00","24.8"
"Yotvata 01/1999-06/2025","04-10-2021 03:00","22.8"
"Yotvata 01/1999-06/2025","04-10-2021 06:00","20.6"
"Yotvata 01/1999-06/2025","04-10-2021 09:00","24.4"
"Yotvata 01/1999-06/2025","04-10-2021 12:00","29.3"
"Yotvata 01/1999-06/2025","04-10-2021 15:00","31.7"
"Yotvata 01/1999-06/2025","04-10-2021 18:00","30.7"
"Yotvata 01/1999-06/2025","04-10-2021 21:00","26.5"
"Yotvata 01/1999-06/2025","05-10-2021 00:00","23.8"
"Yotvata 01/1999-06/2025","05-10-2021 03:00","21.5"
"Yotvata 01/1999-06/2025","05-10-2021 06:00","20.6"
"Yotvata 01/1999-06/2025","05-10-2021 09:00","24.2"
"Yotvata 01/1999-06/2025","05-10-2021 12:00","28.8"
"Yotvata 01/1999-06/2025","05-10-2021 15:00","31.6"
"Yotvata 01/1999-06/2025","05-10-2021 18:00","30.5"
"Yotvata 01/1999-06/2025","05-10-2021 21:00","26.6"
"Yotvata 01/1999-06/2025","06-10-2021 00:00","23.6"
"Yotvata 01/1999-06/2025","06-10-2021 03:00","21.2"
"Yotvata 01/1999-06/2025","06-10-2021 06:00","19.1"
"Yotvata 01/1999-06/2025","06-10-2021 09:00","23.6"
"Yotvata 01/1999-06/2025","06-10-2021 12:00","28.2"
"Yotvata 01/1999-06/2025","06-10-2021 15:00","30.4"
"Yotvata 01/1999-06/2025","06-10-2021 18:00","29.7"
"Yotvata 01/1999-06/2025","06-10-2021 21:00","25"
"Yotvata 01/1999-06/2025","07-10-2021 00:00","23.2"
"Yotvata 01/1999-06/2025","07-10-2021 03:00","20.8"
"Yotvata 01/1999-06/2025","07-10-2021 06:00","19.5"
"Yotvata 01/1999-06/2025","07-10-2021 09:00","23.8"
"Yotvata 01/1999-06/2025","07-10-2021 12:00","29"
"Yotvata 01/1999-06/2025","07-10-2021 15:00","31.9"
"Yotvata 01/1999-06/2025","07-10-2021 18:00","31.4"
"Yotvata 01/1999-06/2025","07-10-2021 21:00","27.6"
"Yotvata 01/1999-06/2025","08-10-2021 00:00","24.2"
"Yotvata 01/1999-06/2025","08-10-2021 03:00","22.2"
"Yotvata 01/1999-06/2025","08-10-2021 06:00","21"
"Yotvata 01/1999-06/2025","08-10-2021 09:00","23.9"
"Yotvata 01/1999-06/2025","08-10-2021 12:00","28.7"
"Yotvata 01/1999-06/2025","08-10-2021 15:00","32.4"
"Yotvata 01/1999-06/2025","08-10-2021 18:00","31.8"
"Yotvata 01/1999-06/2025","08-10-2021 21:00","26.3"
"Yotvata 01/1999-06/2025","09-10-2021 00:00","24.7"
"Yotvata 01/1999-06/2025","09-10-2021 03:00","22.7"
"Yotvata 01/1999-06/2025","09-10-2021 06:00","20.9"
"Yotvata 01/1999-06/2025","09-10-2021 09:00","24.1"
"Yotvata 01/1999-06/2025","09-10-2021 12:00","29.1"
"Yotvata 01/1999-06/2025","09-10-2021 15:00","33.1"
"Yotvata 01/1999-06/2025","09-10-2021 18:00","32.2"
"Yotvata 01/1999-06/2025","09-10-2021 21:00","26.3"
"Yotvata 01/1999-06/2025","10-10-2021 00:00","23.9"
"Yotvata 01/1999-06/2025","10-10-2021 03:00","23.2"
"Yotvata 01/1999-06/2025","10-10-2021 06:00","22.3"
"Yotvata 01/1999-06/2025","10-10-2021 09:00","24.7"
"Yotvata 01/1999-06/2025","10-10-2021 12:00","29.7"
"Yotvata 01/1999-06/2025","10-10-2021 15:00","33.2"
"Yotvata 01/1999-06/2025","10-10-2021 18:00","32.4"
"Yotvata 01/1999-06/2025","10-10-2021 21:00","28.2"
"Yotvata 01/1999-06/2025","11-10-2021 00:00","23.7"
"Yotvata 01/1999-06/2025","11-10-2021 03:00","23"
"Yotvata 01/1999-06/2025","11-10-2021 06:00","22.2"
"Yotvata 01/1999-06/2025","11-10-2021 09:00","24.6"
"Yotvata 01/1999-06/2025","11-10-2021 12:00","29.9"
"Yotvata 01/1999-06/2025","11-10-2021 15:00","33"
"Yotvata 01/1999-06/2025","11-10-2021 18:00","32.8"
"Yotvata 01/1999-06/2025","11-10-2021 21:00","29.4"
"Yotvata 01/1999-06/2025","12-10-2021 00:00","27.2"
"Yotvata 01/1999-06/2025","12-10-2021 03:00","24.5"
"Yotvata 01/1999-06/2025","12-10-2021 06:00","23.2"
"Yotvata 01/1999-06/2025","12-10-2021 09:00","26.5"
"Yotvata 01/1999-06/2025","12-10-2021 12:00","30.2"
"Yotvata 01/1999-06/2025","12-10-2021 15:00","37.8"
"Yotvata 01/1999-06/2025","12-10-2021 18:00","34.2"
"Yotvata 01/1999-06/2025","12-10-2021 21:00","30.4"
"Yotvata 01/1999-06/2025","13-10-2021 00:00","27.9"
"Yotvata 01/1999-06/2025","13-10-2021 03:00","26"
"Yotvata 01/1999-06/2025","13-10-2021 06:00","24.8"
"Yotvata 01/1999-06/2025","13-10-2021 09:00","26.5"
"Yotvata 01/1999-06/2025","13-10-2021 12:00","30.4"
"Yotvata 01/1999-06/2025","13-10-2021 15:00","33"
"Yotvata 01/1999-06/2025","13-10-2021 18:00","32.2"
"Yotvata 01/1999-06/2025","13-10-2021 21:00","28.3"
"Yotvata 01/1999-06/2025","14-10-2021 00:00","25.2"
"Yotvata 01/1999-06/2025","14-10-2021 03:00","23.9"
"Yotvata 01/1999-06/2025","14-10-2021 06:00","21.9"
"Yotvata 01/1999-06/2025","14-10-2021 09:00","24.5"
"Yotvata 01/1999-06/2025","14-10-2021 12:00","30.5"
"Yotvata 01/1999-06/2025","14-10-2021 15:00","33"
"Yotvata 01/1999-06/2025","14-10-2021 18:00","32"
"Yotvata 01/1999-06/2025","14-10-2021 21:00","27.7"
"Yotvata 01/1999-06/2025","15-10-2021 00:00","26.5"
"Yotvata 01/1999-06/2025","15-10-2021 03:00","24.3"
"Yotvata 01/1999-06/2025","15-10-2021 06:00","22.4"
"Yotvata 01/1999-06/2025","15-10-2021 09:00","26.3"
"Yotvata 01/1999-06/2025","15-10-2021 12:00","30.7"
"Yotvata 01/1999-06/2025","15-10-2021 15:00","33.2"
"Yotvata 01/1999-06/2025","15-10-2021 18:00","32.5"
"Yotvata 01/1999-06/2025","15-10-2021 21:00","27.1"
"Yotvata 01/1999-06/2025","16-10-2021 00:00","25.5"
"Yotvata 01/1999-06/2025","16-10-2021 03:00","24.3"
"Yotvata 01/1999-06/2025","16-10-2021 06:00","22.4"
"Yotvata 01/1999-06/2025","16-10-2021 09:00","26.5"
"Yotvata 01/1999-06/2025","16-10-2021 12:00","30.4"
"Yotvata 01/1999-06/2025","16-10-2021 15:00","34.7"
"Yotvata 01/1999-06/2025","16-10-2021 18:00","33.3"
"Yotvata 01/1999-06/2025","16-10-2021 21:00","27.1"
"Yotvata 01/1999-06/2025","17-10-2021 00:00","25.2"
"Yotvata 01/1999-06/2025","17-10-2021 03:00","21.5"
"Yotvata 01/1999-06/2025","17-10-2021 06:00","22.1"
"Yotvata 01/1999-06/2025","17-10-2021 09:00","26.3"
"Yotvata 01/1999-06/2025","17-10-2021 12:00","31"
"Yotvata 01/1999-06/2025","17-10-2021 15:00","33.8"
"Yotvata 01/1999-06/2025","17-10-2021 18:00","31.4"
"Yotvata 01/1999-06/2025","17-10-2021 21:00","26.8"
"Yotvata 01/1999-06/2025","18-10-2021 00:00","23.7"
"Yotvata 01/1999-06/2025","18-10-2021 03:00","20.6"
"Yotvata 01/1999-06/2025","18-10-2021 06:00","18.5"
"Yotvata 01/1999-06/2025","18-10-2021 09:00","22.5"
"Yotvata 01/1999-06/2025","18-10-2021 12:00","27.6"
"Yotvata 01/1999-06/2025","18-10-2021 15:00","29.7"
"Yotvata 01/1999-06/2025","18-10-2021 18:00","28.3"
"Yotvata 01/1999-06/2025","18-10-2021 21:00","24.1"
"Yotvata 01/1999-06/2025","19-10-2021 00:00","21.7"
"Yotvata 01/1999-06/2025","19-10-2021 03:00","18"
"Yotvata 01/1999-06/2025","19-10-2021 06:00","16.8"
"Yotvata 01/1999-06/2025","19-10-2021 09:00","21.8"
"Yotvata 01/1999-06/2025","19-10-2021 12:00","26.4"
"Yotvata 01/1999-06/2025","19-10-2021 15:00","28.7"
"Yotvata 01/1999-06/2025","19-10-2021 18:00","27.7"
"Yotvata 01/1999-06/2025","19-10-2021 21:00","24.8"
"Yotvata 01/1999-06/2025","20-10-2021 00:00","22.1"
"Yotvata 01/1999-06/2025","20-10-2021 03:00","19.1"
"Yotvata 01/1999-06/2025","20-10-2021 06:00","18.2"
"Yotvata 01/1999-06/2025","20-10-2021 09:00","21.7"
"Yotvata 01/1999-06/2025","20-10-2021 12:00","26.6"
"Yotvata 01/1999-06/2025","20-10-2021 15:00","29.2"
"Yotvata 01/1999-06/2025","20-10-2021 18:00","27.4"
"Yotvata 01/1999-06/2025","20-10-2021 21:00","24.6"
"Yotvata 01/1999-06/2025","21-10-2021 00:00","20.9"
"Yotvata 01/1999-06/2025","21-10-2021 03:00","19.6"
"Yotvata 01/1999-06/2025","21-10-2021 06:00","17.9"
"Yotvata 01/1999-06/2025","21-10-2021 09:00","21.8"
"Yotvata 01/1999-06/2025","21-10-2021 12:00","27.1"
"Yotvata 01/1999-06/2025","21-10-2021 15:00","29.5"
"Yotvata 01/1999-06/2025","21-10-2021 18:00","28.2"
"Yotvata 01/1999-06/2025","21-10-2021 21:00","24.5"
"Yotvata 01/1999-06/2025","22-10-2021 00:00","21.7"
"Yotvata 01/1999-06/2025","22-10-2021 03:00","20.3"
"Yotvata 01/1999-06/2025","22-10-2021 06:00","18.4"
"Yotvata 01/1999-06/2025","22-10-2021 09:00","22.2"
"Yotvata 01/1999-06/2025","22-10-2021 12:00","26.6"
"Yotvata 01/1999-06/2025","22-10-2021 15:00","29.1"
"Yotvata 01/1999-06/2025","22-10-2021 18:00","28"
"Yotvata 01/1999-06/2025","22-10-2021 21:00","23.2"
"Yotvata 01/1999-06/2025","23-10-2021 00:00","20.7"
"Yotvata 01/1999-06/2025","23-10-2021 03:00","18"
"Yotvata 01/1999-06/2025","23-10-2021 06:00","17.6"
"Yotvata 01/1999-06/2025","23-10-2021 09:00","21.9"
"Yotvata 01/1999-06/2025","23-10-2021 12:00","26.5"
"Yotvata 01/1999-06/2025","23-10-2021 15:00","28.3"
"Yotvata 01/1999-06/2025","23-10-2021 18:00","27.1"
"Yotvata 01/1999-06/2025","23-10-2021 21:00","24.3"
"Yotvata 01/1999-06/2025","24-10-2021 00:00","21.5"
"Yotvata 01/1999-06/2025","24-10-2021 03:00","18.3"
"Yotvata 01/1999-06/2025","24-10-2021 06:00","16.4"
"Yotvata 01/1999-06/2025","24-10-2021 09:00","20.3"
"Yotvata 01/1999-06/2025","24-10-2021 12:00","25.5"
"Yotvata 01/1999-06/2025","24-10-2021 15:00","28.3"
"Yotvata 01/1999-06/2025","24-10-2021 18:00","26.8"
"Yotvata 01/1999-06/2025","24-10-2021 21:00","21.6"
"Yotvata 01/1999-06/2025","25-10-2021 00:00","20"
"Yotvata 01/1999-06/2025","25-10-2021 03:00","17.6"
"Yotvata 01/1999-06/2025","25-10-2021 06:00","17.1"
"Yotvata 01/1999-06/2025","25-10-2021 09:00","20.7"
"Yotvata 01/1999-06/2025","25-10-2021 12:00","25.5"
"Yotvata 01/1999-06/2025","25-10-2021 15:00","28.6"
"Yotvata 01/1999-06/2025","25-10-2021 18:00","27.4"
"Yotvata 01/1999-06/2025","25-10-2021 21:00","21.8"
"Yotvata 01/1999-06/2025","26-10-2021 00:00","20.2"
"Yotvata 01/1999-06/2025","26-10-2021 03:00","18.9"
"Yotvata 01/1999-06/2025","26-10-2021 06:00","18"
"Yotvata 01/1999-06/2025","26-10-2021 09:00","20.8"
"Yotvata 01/1999-06/2025","26-10-2021 12:00","25.4"
"Yotvata 01/1999-06/2025","26-10-2021 15:00","28.6"
"Yotvata 01/1999-06/2025","26-10-2021 18:00","27.2"
"Yotvata 01/1999-06/2025","26-10-2021 21:00","21.3"
"Yotvata 01/1999-06/2025","27-10-2021 00:00","21"
"Yotvata 01/1999-06/2025","27-10-2021 03:00","18.3"
"Yotvata 01/1999-06/2025","27-10-2021 06:00","17.9"
"Yotvata 01/1999-06/2025","27-10-2021 09:00","21.2"
"Yotvata 01/1999-06/2025","27-10-2021 12:00","26.2"
"Yotvata 01/1999-06/2025","27-10-2021 15:00","29.9"
"Yotvata 01/1999-06/2025","27-10-2021 18:00","28"
"Yotvata 01/1999-06/2025","27-10-2021 21:00","22.9"
"Yotvata 01/1999-06/2025","28-10-2021 00:00","20.7"
"Yotvata 01/1999-06/2025","28-10-2021 03:00","19"
"Yotvata 01/1999-06/2025","28-10-2021 06:00","17.8"
"Yotvata 01/1999-06/2025","28-10-2021 09:00","21.6"
"Yotvata 01/1999-06/2025","28-10-2021 12:00","28.3"
"Yotvata 01/1999-06/2025","28-10-2021 15:00","31.3"
"Yotvata 01/1999-06/2025","28-10-2021 18:00","29.3"
"Yotvata 01/1999-06/2025","28-10-2021 21:00","24.4"
"Yotvata 01/1999-06/2025","29-10-2021 00:00","21.2"
"Yotvata 01/1999-06/2025","29-10-2021 03:00","19.5"
"Yotvata 01/1999-06/2025","29-10-2021 06:00","15.9"
"Yotvata 01/1999-06/2025","29-10-2021 09:00","20.6"
"Yotvata 01/1999-06/2025","29-10-2021 12:00","31.1"
"Yotvata 01/1999-06/2025","29-10-2021 15:00","34.2"
"Yotvata 01/1999-06/2025","29-10-2021 18:00","31.3"
"Yotvata 01/1999-06/2025","29-10-2021 21:00","27.8"
"Yotvata 01/1999-06/2025","30-10-2021 00:00","22.5"
"Yotvata 01/1999-06/2025","30-10-2021 03:00","20.5"
"Yotvata 01/1999-06/2025","30-10-2021 06:00","20.2"
"Yotvata 01/1999-06/2025","30-10-2021 09:00","22.6"
"Yotvata 01/1999-06/2025","30-10-2021 12:00","28"
"Yotvata 01/1999-06/2025","30-10-2021 15:00","29.6"
"Yotvata 01/1999-06/2025","30-10-2021 18:00","27.7"
"Yotvata 01/1999-06/2025","30-10-2021 21:00","25.4"
"Yotvata 01/1999-06/2025","31-10-2021 00:00","24.3"
"Yotvata 01/1999-06/2025","31-10-2021 03:00","23.7"
"Yotvata 01/1999-06/2025","31-10-2021 06:00","22.7"
"Yotvata 01/1999-06/2025","31-10-2021 09:00","23.8"
"Yotvata 01/1999-06/2025","31-10-2021 12:00","27.5"
"Yotvata 01/1999-06/2025","31-10-2021 15:00","28.9"
"Yotvata 01/1999-06/2025","31-10-2021 18:00","27.6"
"Yotvata 01/1999-06/2025","31-10-2021 21:00","23.4"
"Yotvata 01/1999-06/2025","01-11-2021 00:00","23.4"
"Yotvata 01/1999-06/2025","01-11-2021 03:00","20.7"
"Yotvata 01/1999-06/2025","01-11-2021 06:00","19.5"
"Yotvata 01/1999-06/2025","01-11-2021 09:00","24.4"
"Yotvata 01/1999-06/2025","01-11-2021 12:00","30.3"
"Yotvata 01/1999-06/2025","01-11-2021 15:00","33.7"
"Yotvata 01/1999-06/2025","01-11-2021 18:00","31.6"
"Yotvata 01/1999-06/2025","01-11-2021 21:00","26.2"
"Yotvata 01/1999-06/2025","02-11-2021 00:00","23.2"
"Yotvata 01/1999-06/2025","02-11-2021 03:00","21.4"
"Yotvata 01/1999-06/2025","02-11-2021 06:00","20.8"
"Yotvata 01/1999-06/2025","02-11-2021 09:00","23.6"
"Yotvata 01/1999-06/2025","02-11-2021 12:00","27.8"
"Yotvata 01/1999-06/2025","02-11-2021 15:00","30"
"Yotvata 01/1999-06/2025","02-11-2021 18:00","28.2"
"Yotvata 01/1999-06/2025","02-11-2021 21:00","25.4"
"Yotvata 01/1999-06/2025","03-11-2021 00:00","22.6"
"Yotvata 01/1999-06/2025","03-11-2021 03:00","20.5"
"Yotvata 01/1999-06/2025","03-11-2021 06:00","19"
"Yotvata 01/1999-06/2025","03-11-2021 09:00","21.5"
"Yotvata 01/1999-06/2025","03-11-2021 12:00","25.8"
"Yotvata 01/1999-06/2025","03-11-2021 15:00","28.6"
"Yotvata 01/1999-06/2025","03-11-2021 18:00","26.4"
"Yotvata 01/1999-06/2025","03-11-2021 21:00","21.9"
"Yotvata 01/1999-06/2025","04-11-2021 00:00","20.6"
"Yotvata 01/1999-06/2025","04-11-2021 03:00","19"
"Yotvata 01/1999-06/2025","04-11-2021 06:00","18.8"
"Yotvata 01/1999-06/2025","04-11-2021 09:00","21"
"Yotvata 01/1999-06/2025","04-11-2021 12:00","26.1"
"Yotvata 01/1999-06/2025","04-11-2021 15:00","28.7"
"Yotvata 01/1999-06/2025","04-11-2021 18:00","26.9"
"Yotvata 01/1999-06/2025","04-11-2021 21:00","23.4"
"Yotvata 01/1999-06/2025","05-11-2021 00:00","19.6"
"Yotvata 01/1999-06/2025","05-11-2021 03:00","19.6"
"Yotvata 01/1999-06/2025","05-11-2021 06:00","18.9"
"Yotvata 01/1999-06/2025","05-11-2021 09:00","21.5"
"Yotvata 01/1999-06/2025","05-11-2021 12:00","27.4"
"Yotvata 01/1999-06/2025","05-11-2021 15:00","31.1"
"Yotvata 01/1999-06/2025","05-11-2021 18:00","28.7"
"Yotvata 01/1999-06/2025","05-11-2021 21:00","23.3"
"Yotvata 01/1999-06/2025","06-11-2021 00:00","21.3"
"Yotvata 01/1999-06/2025","06-11-2021 03:00","20.2"
"Yotvata 01/1999-06/2025","06-11-2021 06:00","20"
"Yotvata 01/1999-06/2025","06-11-2021 09:00","22.5"
"Yotvata 01/1999-06/2025","06-11-2021 12:00","29.3"
"Yotvata 01/1999-06/2025","06-11-2021 15:00","32"
"Yotvata 01/1999-06/2025","06-11-2021 18:00","29.1"
"Yotvata 01/1999-06/2025","06-11-2021 21:00","23.1"
"Yotvata 01/1999-06/2025","07-11-2021 00:00","21.2"
"Yotvata 01/1999-06/2025","07-11-2021 03:00","19.6"
"Yotvata 01/1999-06/2025","07-11-2021 06:00","18.6"
"Yotvata 01/1999-06/2025","07-11-2021 09:00","21.7"
"Yotvata 01/1999-06/2025","07-11-2021 12:00","28.4"
"Yotvata 01/1999-06/2025","07-11-2021 15:00","31"
"Yotvata 01/1999-06/2025","07-11-2021 18:00","28.2"
"Yotvata 01/1999-06/2025","07-11-2021 21:00","22.2"
"Yotvata 01/1999-06/2025","08-11-2021 00:00","21.1"
"Yotvata 01/1999-06/2025","08-11-2021 03:00","19.1"
"Yotvata 01/1999-06/2025","08-11-2021 06:00","19.1"
"Yotvata 01/1999-06/2025","08-11-2021 09:00","22.5"
"Yotvata 01/1999-06/2025","08-11-2021 12:00","29.9"
"Yotvata 01/1999-06/2025","08-11-2021 15:00","32.7"
"Yotvata 01/1999-06/2025","08-11-2021 18:00","28.2"
"Yotvata 01/1999-06/2025","08-11-2021 21:00","23.1"
"Yotvata 01/1999-06/2025","09-11-2021 00:00","20.1"
"Yotvata 01/1999-06/2025","09-11-2021 03:00","19.7"
"Yotvata 01/1999-06/2025","09-11-2021 06:00","18.7"
"Yotvata 01/1999-06/2025","09-11-2021 09:00","21.5"
"Yotvata 01/1999-06/2025","09-11-2021 12:00","30.2"
"Yotvata 01/1999-06/2025","09-11-2021 15:00","32"
"Yotvata 01/1999-06/2025","09-11-2021 18:00","27.9"
"Yotvata 01/1999-06/2025","09-11-2021 21:00","22.5"
"Yotvata 01/1999-06/2025","10-11-2021 00:00","17.7"
"Yotvata 01/1999-06/2025","10-11-2021 03:00","17.5"
"Yotvata 01/1999-06/2025","10-11-2021 06:00","15.5"
"Yotvata 01/1999-06/2025","10-11-2021 09:00","18.4"
"Yotvata 01/1999-06/2025","10-11-2021 12:00","27.7"
"Yotvata 01/1999-06/2025","10-11-2021 15:00","30.7"
"Yotvata 01/1999-06/2025","10-11-2021 18:00","28.2"
"Yotvata 01/1999-06/2025","10-11-2021 21:00","22.5"
"Yotvata 01/1999-06/2025","11-11-2021 00:00","19.2"
"Yotvata 01/1999-06/2025","11-11-2021 03:00","16.9"
"Yotvata 01/1999-06/2025","11-11-2021 06:00","15.4"
"Yotvata 01/1999-06/2025","11-11-2021 09:00","18.7"
"Yotvata 01/1999-06/2025","11-11-2021 12:00","23.3"
"Yotvata 01/1999-06/2025","11-11-2021 15:00","25.6"
"Yotvata 01/1999-06/2025","11-11-2021 18:00","23.3"
"Yotvata 01/1999-06/2025","11-11-2021 21:00","17.7"
"Yotvata 01/1999-06/2025","12-11-2021 00:00","16.1"
"Yotvata 01/1999-06/2025","12-11-2021 03:00","17.4"
"Yotvata 01/1999-06/2025","12-11-2021 06:00","15.6"
"Yotvata 01/1999-06/2025","12-11-2021 09:00","18.2"
"Yotvata 01/1999-06/2025","12-11-2021 12:00","24.5"
"Yotvata 01/1999-06/2025","12-11-2021 15:00","27.8"
"Yotvata 01/1999-06/2025","12-11-2021 18:00","25.2"
"Yotvata 01/1999-06/2025","12-11-2021 21:00","21.7"
"Yotvata 01/1999-06/2025","13-11-2021 00:00","18.7"
"Yotvata 01/1999-06/2025","13-11-2021 03:00","18.5"
"Yotvata 01/1999-06/2025","13-11-2021 06:00","19"
"Yotvata 01/1999-06/2025","13-11-2021 09:00","19.8"
"Yotvata 01/1999-06/2025","13-11-2021 12:00","24.5"
"Yotvata 01/1999-06/2025","13-11-2021 15:00","24"
"Yotvata 01/1999-06/2025","13-11-2021 18:00","22"
"Yotvata 01/1999-06/2025","13-11-2021 21:00","21.3"
"Yotvata 01/1999-06/2025","14-11-2021 00:00","18.5"
"Yotvata 01/1999-06/2025","14-11-2021 03:00","18.5"
"Yotvata 01/1999-06/2025","14-11-2021 06:00","18.9"
"Yotvata 01/1999-06/2025","14-11-2021 09:00","19.8"
"Yotvata 01/1999-06/2025","14-11-2021 12:00","23.4"
"Yotvata 01/1999-06/2025","14-11-2021 15:00","27.2"
"Yotvata 01/1999-06/2025","14-11-2021 18:00","23.7"
"Yotvata 01/1999-06/2025","14-11-2021 21:00","19.4"
"Yotvata 01/1999-06/2025","15-11-2021 00:00","19"
"Yotvata 01/1999-06/2025","15-11-2021 03:00","17.1"
"Yotvata 01/1999-06/2025","15-11-2021 06:00","16.5"
"Yotvata 01/1999-06/2025","15-11-2021 09:00","17.4"
"Yotvata 01/1999-06/2025","15-11-2021 12:00","24.4"
"Yotvata 01/1999-06/2025","15-11-2021 15:00","26.8"
"Yotvata 01/1999-06/2025","15-11-2021 18:00","25"
"Yotvata 01/1999-06/2025","15-11-2021 21:00","21.9"
"Yotvata 01/1999-06/2025","16-11-2021 00:00","18.6"
"Yotvata 01/1999-06/2025","16-11-2021 03:00","18"
"Yotvata 01/1999-06/2025","16-11-2021 06:00","15.4"
"Yotvata 01/1999-06/2025","16-11-2021 09:00","19"
"Yotvata 01/1999-06/2025","16-11-2021 12:00","24.8"
"Yotvata 01/1999-06/2025","16-11-2021 15:00","27.5"
"Yotvata 01/1999-06/2025","16-11-2021 18:00","25.6"
"Yotvata 01/1999-06/2025","16-11-2021 21:00","22.2"
"Yotvata 01/1999-06/2025","17-11-2021 00:00","19"
"Yotvata 01/1999-06/2025","17-11-2021 03:00","16.3"
"Yotvata 01/1999-06/2025","17-11-2021 06:00","18.4"
"Yotvata 01/1999-06/2025","17-11-2021 09:00","20"
"Yotvata 01/1999-06/2025","17-11-2021 12:00","25.5"
"Yotvata 01/1999-06/2025","17-11-2021 15:00","29"
"Yotvata 01/1999-06/2025","17-11-2021 18:00","26.8"
"Yotvata 01/1999-06/2025","17-11-2021 21:00","21.8"
"Yotvata 01/1999-06/2025","18-11-2021 00:00","18.7"
"Yotvata 01/1999-06/2025","18-11-2021 03:00","17.4"
"Yotvata 01/1999-06/2025","18-11-2021 06:00","16.6"
"Yotvata 01/1999-06/2025","18-11-2021 09:00","19.1"
"Yotvata 01/1999-06/2025","18-11-2021 12:00","23.8"
"Yotvata 01/1999-06/2025","18-11-2021 15:00","26"
"Yotvata 01/1999-06/2025","18-11-2021 18:00","24.2"
"Yotvata 01/1999-06/2025","18-11-2021 21:00","20.8"
"Yotvata 01/1999-06/2025","19-11-2021 00:00","18.5"
"Yotvata 01/1999-06/2025","19-11-2021 03:00","17.5"
"Yotvata 01/1999-06/2025","19-11-2021 06:00","14.7"
"Yotvata 01/1999-06/2025","19-11-2021 09:00","18.4"
"Yotvata 01/1999-06/2025","19-11-2021 12:00","22.3"
"Yotvata 01/1999-06/2025","19-11-2021 15:00","25.2"
"Yotvata 01/1999-06/2025","19-11-2021 18:00","22.5"
"Yotvata 01/1999-06/2025","19-11-2021 21:00","21"
"Yotvata 01/1999-06/2025","20-11-2021 00:00","19.3"
"Yotvata 01/1999-06/2025","20-11-2021 03:00","17.3"
"Yotvata 01/1999-06/2025","20-11-2021 06:00","14.7"
"Yotvata 01/1999-06/2025","20-11-2021 09:00","17.5"
"Yotvata 01/1999-06/2025","20-11-2021 12:00","21.3"
"Yotvata 01/1999-06/2025","20-11-2021 15:00","23.6"
"Yotvata 01/1999-06/2025","20-11-2021 18:00","20.8"
"Yotvata 01/1999-06/2025","20-11-2021 21:00","17.5"
"Yotvata 01/1999-06/2025","21-11-2021 00:00","16.3"
"Yotvata 01/1999-06/2025","21-11-2021 03:00","16.8"
"Yotvata 01/1999-06/2025","21-11-2021 06:00","15.7"
"Yotvata 01/1999-06/2025","21-11-2021 09:00","17"
"Yotvata 01/1999-06/2025","21-11-2021 12:00","21.3"
"Yotvata 01/1999-06/2025","21-11-2021 15:00","22.8"
"Yotvata 01/1999-06/2025","21-11-2021 18:00","21.2"
"Yotvata 01/1999-06/2025","21-11-2021 21:00","19.7"
"Yotvata 01/1999-06/2025","22-11-2021 00:00","15.1"
"Yotvata 01/1999-06/2025","22-11-2021 03:00","12.6"
"Yotvata 01/1999-06/2025","22-11-2021 06:00","11.4"
"Yotvata 01/1999-06/2025","22-11-2021 09:00","13.8"
"Yotvata 01/1999-06/2025","22-11-2021 12:00","21.2"
"Yotvata 01/1999-06/2025","22-11-2021 15:00","24.1"
"Yotvata 01/1999-06/2025","22-11-2021 18:00","20.4"
"Yotvata 01/1999-06/2025","22-11-2021 21:00","17.6"
"Yotvata 01/1999-06/2025","23-11-2021 00:00","14.9"
"Yotvata 01/1999-06/2025","23-11-2021 03:00","13.6"
"Yotvata 01/1999-06/2025","23-11-2021 06:00","12.6"
"Yotvata 01/1999-06/2025","23-11-2021 09:00","15.3"
"Yotvata 01/1999-06/2025","23-11-2021 12:00","22.3"
"Yotvata 01/1999-06/2025","23-11-2021 15:00","24.8"
"Yotvata 01/1999-06/2025","23-11-2021 18:00","21.8"
"Yotvata 01/1999-06/2025","23-11-2021 21:00","18.4"
"Yotvata 01/1999-06/2025","24-11-2021 00:00","16.3"
"Yotvata 01/1999-06/2025","24-11-2021 03:00","14.2"
"Yotvata 01/1999-06/2025","24-11-2021 06:00","13.6"
"Yotvata 01/1999-06/2025","24-11-2021 09:00","16"
"Yotvata 01/1999-06/2025","24-11-2021 12:00","23"
"Yotvata 01/1999-06/2025","24-11-2021 15:00","25.1"
"Yotvata 01/1999-06/2025","24-11-2021 18:00","21.9"
"Yotvata 01/1999-06/2025","24-11-2021 21:00","18.8"
"Yotvata 01/1999-06/2025","25-11-2021 00:00","16.5"
"Yotvata 01/1999-06/2025","25-11-2021 03:00","14.8"
"Yotvata 01/1999-06/2025","25-11-2021 06:00","14.4"
"Yotvata 01/1999-06/2025","25-11-2021 09:00","16.6"
"Yotvata 01/1999-06/2025","25-11-2021 12:00","22.4"
